id,confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,deadIncr,suspectedCount,suspectedCountIncr
25265,1153,4,1347,0,-215,4,20200519,21,0,0,0
25266,1153,0,1347,0,-215,0,20200520,21,0,0,0
25267,1153,0,1347,0,-215,0,20200521,21,0,0,0
25268,1153,0,1347,0,-215,0,20200522,21,0,0,0
25269,1154,1,1347,0,-214,1,20200523,21,0,0,0
25270,1154,0,1347,0,-214,0,20200524,21,0,0,0
25271,1154,0,1347,0,-214,0,20200525,21,0,0,0
25272,1154,0,1347,0,-214,0,20200526,21,0,0,0
25273,1154,0,1347,0,-214,0,20200527,21,0,0,0
25274,1154,0,1347,0,-215,-1,20200528,22,1,0,0
25275,1154,0,1347,0,-215,0,20200529,22,0,0,0
25276,1154,0,1347,0,-215,0,20200530,22,0,0,0
25277,1154,0,1347,0,-215,0,20200531,22,0,0,0
25278,1154,0,1347,0,-215,0,20200601,22,0,0,0
25279,1154,0,1347,0,-215,0,20200602,22,0,0,0
25280,1154,0,1347,0,-215,0,20200603,22,0,0,0
25281,1154,0,1347,0,-215,0,20200604,22,0,0,0
25282,1154,0,1347,0,-215,0,20200605,22,0,0,0
25283,1154,0,1347,0,-215,0,20200606,22,0,0,0
25284,1154,0,1347,0,-215,0,20200607,22,0,0,0
25285,1154,0,1347,0,-215,0,20200608,22,0,0,0
25286,1154,0,1347,0,-215,0,20200609,22,0,0,0
25287,1154,0,1347,0,-215,0,20200610,22,0,0,0
25288,1154,0,1347,0,-215,0,20200611,22,0,0,0
25289,1154,0,1347,0,-215,0,20200612,22,0,0,0
25290,1154,0,1347,0,-215,0,20200613,22,0,0,0
25291,1154,0,1347,0,-215,0,20200614,22,0,0,0
25292,1154,0,1347,0,-215,0,20200615,22,0,0,0
25293,1156,2,1347,0,-213,2,20200616,22,0,0,0
25294,1156,0,1347,0,-213,0,20200617,22,0,0,0
25295,1157,1,1347,0,-212,1,20200618,22,0,0,0
25296,1157,0,1347,0,-212,0,20200619,22,0,0,0
25297,1159,2,1347,0,-210,2,20200620,22,0,0,0
25298,1159,0,1347,0,-210,0,20200621,22,0,0,0
25299,1163,4,1347,0,-206,4,20200622,22,0,0,0
25300,1165,2,1347,0,-204,2,20200623,22,0,0,0
25301,1166,1,1347,0,-203,1,20200624,22,0,0,0
25302,1169,3,1347,0,-200,3,20200625,22,0,0,0
25303,1170,1,1347,0,-199,1,20200626,22,0,0,0
25304,1172,2,1347,0,-197,2,20200627,22,0,0,0
25305,1176,4,1347,0,-193,4,20200628,22,0,0,0
25306,1178,2,1347,0,-191,2,20200629,22,0,0,0
25307,1178,0,1347,0,-191,0,20200630,22,0,0,0
25308,1178,0,1347,0,-191,0,20200701,22,0,0,0
25309,1180,2,1347,0,-189,2,20200702,22,0,0,0
