id,confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,deadIncr,suspectedCount,suspectedCountIncr
6602,631,73,152,0,477,73,20200325,2,0,0,0
6603,683,52,152,0,529,52,20200326,2,0,0,0
6604,732,49,172,20,558,29,20200327,2,0,0,0
6605,802,70,183,11,617,59,20200328,2,0,0,0
6606,844,42,183,0,658,41,20200329,3,1,0,0
6607,879,35,183,0,693,35,20200330,3,0,0,0
6608,926,47,183,0,740,47,20200331,3,0,0,0
6609,1000,74,183,0,814,74,20200401,3,0,0,0
6610,1049,49,266,83,780,-34,20200402,3,0,0,0
6611,1114,65,266,0,843,63,20200403,5,2,0,0
6612,1189,75,266,0,917,74,20200404,6,1,0,0
6613,1309,120,266,0,1037,120,20200405,6,0,0,0
6614,1375,66,344,78,1025,-12,20200406,6,0,0,0
6615,1481,106,377,33,1098,73,20200407,6,0,0,0
6616,1623,142,406,29,1210,112,20200408,7,1,0,0
6617,1910,287,406,0,1497,287,20200409,7,0,0,0
6618,2108,198,406,0,1695,198,20200410,7,0,0,0
6619,2299,191,406,0,1886,191,20200411,7,0,0,0
6620,2532,233,560,154,1964,78,20200412,8,1,0,0
6621,2918,386,560,0,2349,385,20200413,9,1,0,0
6622,3252,334,560,0,2683,334,20200414,9,0,0,0
6623,3699,447,652,92,3037,354,20200415,10,1,0,0
6624,4427,728,683,31,3734,697,20200416,10,0,0,0
6625,5050,623,683,0,4357,623,20200417,10,0,0,0
6626,5992,942,683,0,5298,941,20200418,11,1,0,0
6627,6588,596,683,0,5894,596,20200419,11,0,0,0
6628,8014,1426,683,0,7320,1426,20200420,11,0,0,0
6629,9125,1111,683,0,8431,1111,20200421,11,0,0,0
6630,10141,1016,683,0,9447,1016,20200422,11,0,0,0
6631,11178,1037,683,0,10483,1036,20200423,12,1,0,0
6632,12075,897,683,0,11380,897,20200424,12,0,0,0
6633,12693,618,683,0,11998,618,20200425,12,0,0,0
6634,13624,931,683,0,12929,931,20200426,12,0,0,0
6635,14423,799,683,0,13728,799,20200427,12,0,0,0
6636,14951,528,1095,412,13842,114,20200428,14,2,0,0
6637,15641,690,1095,0,14532,690,20200429,14,0,0,0
6638,16169,528,1244,149,14910,378,20200430,15,1,0,0
6639,17101,932,1244,0,15842,932,20200501,15,0,0,0
6640,17548,447,1268,24,16264,422,20200502,16,1,0,0
6641,18205,657,1347,79,16841,577,20200503,17,1,0,0
6642,18778,573,1408,61,17352,511,20200504,18,1,0,0
6643,19410,632,1408,0,17984,632,20200505,18,0,0,0
6644,20198,788,1408,0,18772,788,20200506,18,0,0,0
6645,20939,741,1408,0,19511,739,20200507,20,2,0,0
6646,21707,768,1408,0,20279,768,20200508,20,0,0,0
6647,22460,753,1408,0,21032,753,20200509,20,0,0,0
6648,22460,0,1408,0,21032,0,20200510,20,0,0,0
6649,23822,1362,1408,0,22394,1362,20200511,20,0,0,0
6650,24671,849,1408,0,23242,848,20200512,21,1,0,0
6651,25346,675,1408,0,23917,675,20200513,21,0,0,0
6652,26098,752,1408,0,24669,752,20200514,21,0,0,0
6653,26891,793,1408,0,25462,793,20200515,21,0,0,0
6654,27356,465,1408,0,25927,465,20200516,21,0,0,0
6655,28038,682,8342,6934,19674,-6253,20200517,22,1,0,0
6656,28343,305,8342,0,19979,305,20200518,22,0,0,0
6657,28794,451,8342,0,20430,451,20200519,22,0,0,0
6658,29364,570,10365,2023,18977,-1453,20200520,22,0,0,0
6659,29812,448,12117,1752,17672,-1305,20200521,23,1,0,0
6660,30426,614,12117,0,18286,614,20200522,23,0,0,0
6661,31068,642,12955,838,18090,-196,20200523,23,0,0,0
6662,31616,548,13882,927,17711,-379,20200524,23,0,0,0
6663,31960,344,14876,994,17061,-650,20200525,23,0,0,0
6664,32343,383,15738,862,16582,-479,20200526,23,0,0,0
6665,32876,533,15738,0,17115,533,20200527,23,0,0,0
6666,33249,373,15738,0,17488,373,20200528,23,0,0,0
6667,33860,611,18294,2556,15543,-1945,20200529,23,0,0,0
6668,34366,506,19631,1337,14712,-831,20200530,23,0,0,0
6669,34884,518,19631,0,15230,518,20200531,23,0,0,0
6670,35292,408,19631,0,15638,408,20200601,23,0,0,0
6671,35836,544,22466,2835,13346,-2292,20200602,24,1,0,0
6672,36405,569,22466,0,13915,569,20200603,24,0,0,0
6673,36405,0,22466,0,13915,0,20200604,24,0,0,0
6674,37183,778,22466,0,14693,778,20200605,24,0,0,0
6675,37527,344,22466,0,15037,344,20200606,24,0,0,0
6676,37910,383,24559,2093,13326,-1711,20200607,25,1,0,0
6677,38296,386,24559,0,13712,386,20200608,25,0,0,0
6678,38514,218,24559,0,13930,218,20200609,25,0,0,0
6679,38965,451,25877,1318,13063,-867,20200610,25,0,0,0
6680,39387,422,25877,0,13485,422,20200611,25,0,0,0
6681,39850,463,25877,0,13948,463,20200612,25,0,0,0
6682,40197,347,25877,0,14295,347,20200613,25,0,0,0
6683,40604,407,25877,0,14701,406,20200614,26,1,0,0
6684,40818,214,25877,0,14915,214,20200615,26,0,0,0
6685,40969,151,25877,0,15066,151,20200616,26,0,0,0
6686,41216,247,25877,0,15313,247,20200617,26,0,0,0
6687,41216,0,25877,0,15313,0,20200618,26,0,0,0
6688,41615,399,25877,0,15712,399,20200619,26,0,0,0
6689,41833,218,33459,7582,8348,-7364,20200620,26,0,0,0
6690,42095,262,34224,765,7845,-503,20200621,26,0,0,0
6691,42313,218,34942,718,7345,-500,20200622,26,0,0,0
6692,42432,119,34942,0,7464,119,20200623,26,0,0,0
6693,42623,191,34942,0,7655,191,20200624,26,0,0,0
6694,42736,113,34942,0,7768,113,20200625,26,0,0,0
6695,42955,219,34942,0,7987,219,20200626,26,0,0,0
6696,43246,291,34942,0,8278,291,20200627,26,0,0,0
6697,43459,213,37163,2221,6270,-2008,20200628,26,0,0,0
6698,43661,202,37163,0,6472,202,20200629,26,0,0,0
6699,43907,246,37163,0,6718,246,20200630,26,0,0,0
6700,44122,215,37163,0,6933,215,20200701,26,0,0,0
6701,44310,188,37163,0,7121,188,20200702,26,0,0,0
