id,confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,deadIncr,suspectedCount,suspectedCountIncr
14808,81116,39,68799,936,9086,-910,20200316,3231,13,143,20
14809,81151,35,69725,926,8184,-902,20200317,3242,11,155,12
14810,81235,84,70547,822,7438,-746,20200318,3250,8,189,34
14811,81300,65,71284,737,6763,-675,20200319,3253,3,228,39
14812,81416,116,71876,592,6279,-484,20200320,3261,8,269,41
14813,81498,82,72382,506,5849,-430,20200321,3267,6,314,45
14814,81600,102,72841,459,5483,-366,20200322,3276,9,353,39
14815,81747,147,73299,458,5165,-318,20200323,3283,7,427,74
14816,81847,100,73791,492,4769,-396,20200324,3287,4,474,47
14817,81960,113,74196,405,4471,-298,20200325,3293,6,541,67
14818,82078,118,74737,541,4043,-428,20200326,3298,5,595,54
14819,82213,135,75122,385,3790,-253,20200327,3301,3,649,54
14820,82341,128,75600,478,3435,-355,20200328,3306,5,693,44
14821,82447,106,75937,337,3199,-236,20200329,3311,5,723,30
14822,82545,98,76225,288,3006,-193,20200330,3314,3,771,48
14823,82631,86,76415,190,2895,-111,20200331,3321,7,806,35
14824,82724,93,76610,195,2787,-108,20200401,3327,6,841,35
14825,82802,78,76785,175,2686,-101,20200402,3331,4,870,29
14826,82875,73,76984,199,2556,-130,20200403,3335,4,888,18
14827,82930,55,77210,226,2382,-174,20200404,3338,3,913,25
14828,83005,75,77348,138,2317,-65,20200405,3340,2,951,38
14829,83071,66,77450,102,2281,-36,20200406,3340,0,983,32
14830,83157,86,77586,136,2229,-52,20200407,3342,2,1042,59
14831,83249,92,77711,125,2194,-35,20200408,3344,2,1103,61
14832,83305,56,77838,127,2122,-72,20200409,3345,1,1141,38
14833,83369,64,77935,97,2085,-37,20200410,3349,4,1183,42
14834,83482,113,78020,85,2113,28,20200411,3349,0,1280,97
14835,83597,115,78145,125,2101,-12,20200412,3351,2,1378,98
14836,83696,99,78262,117,2083,-18,20200413,3351,0,1464,86
14837,83745,49,78389,127,2004,-79,20200414,3352,1,1500,36
14838,83797,52,78504,115,1941,-63,20200415,3352,0,1534,34
14839,84149,352,77635,-869,1872,-69,20200416,4642,1290,1549,15
14840,84180,31,77744,109,1794,-78,20200417,4642,0,1566,17
14841,84201,21,77825,81,1734,-60,20200418,4642,0,1575,9
14842,84237,36,77895,70,1700,-34,20200419,4642,0,1583,8
14843,84250,13,77978,83,1630,-70,20200420,4642,0,1587,4
14844,84287,37,78042,64,1603,-27,20200421,4642,0,1610,23
14845,84302,15,78147,105,1513,-90,20200422,4642,0,1616,6
14846,84311,9,78236,89,1433,-80,20200423,4642,0,1618,2
14847,84324,13,78362,126,1320,-113,20200424,4642,0,1629,11
14848,84338,14,78450,88,1246,-74,20200425,4642,0,1634,5
14849,84341,3,78558,108,1140,-106,20200426,4643,1,1636,2
14850,84347,6,78674,116,1030,-110,20200427,4643,0,1639,3
14851,84369,22,78729,55,997,-33,20200428,4643,0,1660,21
14852,84369,0,78766,37,960,-37,20200429,4643,0,1660,0
14853,84385,16,78845,79,897,-63,20200430,4643,0,1670,10
14854,84388,3,78905,60,840,-57,20200501,4643,0,1671,1
14855,84393,5,78939,34,811,-29,20200502,4643,0,1672,1
14856,84400,7,79016,77,741,-70,20200503,4643,0,1675,3
14857,84404,4,79126,110,635,-106,20200504,4643,0,1676,1
14858,84404,0,79203,77,558,-77,20200505,4643,0,1676,0
14859,84408,4,79249,46,516,-42,20200506,4643,0,1678,2
14860,84415,7,79324,75,448,-68,20200507,4643,0,1680,2
14861,84416,1,79348,24,425,-23,20200508,4643,0,1680,0
14862,84431,15,79491,143,297,-128,20200509,4643,0,1681,1
14863,84450,19,79533,42,274,-23,20200510,4643,0,1690,9
14864,84451,1,79566,33,241,-33,20200511,4644,1,1691,1
14865,84458,7,79594,28,220,-21,20200512,4644,0,1692,1
14866,84464,6,79621,27,199,-21,20200513,4644,0,1692,0
14867,84469,5,79644,23,181,-18,20200514,4644,0,1692,0
14868,84478,9,79668,24,166,-15,20200515,4644,0,1698,6
14869,84484,6,79682,14,157,-9,20200516,4645,1,1700,2
14870,84494,10,79701,19,148,-9,20200517,4645,0,1704,4
14871,84500,6,79708,7,147,-1,20200518,4645,0,1707,3
14872,84505,5,79715,7,145,-2,20200519,4645,0,1708,1
14873,84507,2,79722,7,140,-5,20200520,4645,0,1709,1
14874,84520,13,79736,14,139,-1,20200521,4645,0,1711,2
14875,84522,2,79738,2,139,0,20200522,4645,0,1711,0
14876,84525,3,79746,8,134,-5,20200523,4645,0,1713,2
14877,84536,11,79757,11,134,0,20200524,4645,0,1724,11
14878,84543,7,79767,10,131,-3,20200525,4645,0,1731,7
14879,84544,1,79774,7,125,-6,20200526,4645,0,1732,1
14880,84547,3,79786,12,116,-9,20200527,4645,0,1734,2
14881,84547,0,79791,5,111,-5,20200528,4645,0,1734,0
14882,84561,14,79800,9,116,5,20200529,4645,0,1734,0
14883,84570,9,79807,7,118,2,20200530,4645,0,1740,6
14884,84588,18,79812,5,131,13,20200531,4645,0,1756,16
14885,84597,9,79824,12,128,-3,20200601,4645,0,1761,5
14886,84604,7,79826,2,133,5,20200602,4645,0,1762,1
14887,84603,-1,79831,5,127,-6,20200603,4645,0,1763,1
14888,84614,11,79842,11,127,0,20200604,4645,0,1768,5
14889,84617,3,79848,6,124,-3,20200605,4645,0,1768,0
14890,84625,8,79853,5,127,3,20200606,4645,0,1771,3
14891,84634,9,79865,12,124,-3,20200607,4645,0,1780,9
14892,84638,4,79875,10,118,-6,20200608,4645,0,1783,3
14893,84641,3,79883,8,113,-5,20200609,4645,0,1786,3
14894,84652,11,79888,5,119,6,20200610,4645,0,1797,11
14895,84659,7,79896,8,118,-1,20200611,4645,0,1803,6
14896,84671,12,79903,7,123,5,20200612,4645,0,1808,5
14897,84729,58,79906,3,178,55,20200613,4645,0,1827,19
14898,84778,49,79913,7,220,42,20200614,4645,0,1837,10
14899,84823,45,79922,9,256,36,20200615,4645,0,1845,8
14900,84867,44,79926,4,296,40,20200616,4645,0,1856,11
14901,84903,36,79944,18,314,18,20200617,4645,0,1860,4
14902,84940,37,79949,5,346,32,20200618,4645,0,1864,4
14903,84970,30,79963,14,362,16,20200619,4645,0,1868,4
14904,84997,27,79969,6,382,20,20200620,4646,1,1869,1
14905,85018,21,79969,0,403,21,20200621,4646,0,1869,0
14906,85070,52,79983,14,441,38,20200622,4646,0,1885,16
14907,85098,28,79991,8,460,19,20200623,4647,1,1888,3
14908,85119,21,79999,8,473,13,20200624,4647,0,1893,5
14909,85148,29,80007,8,493,20,20200625,4648,1,1895,2
14910,85172,24,80015,8,509,16,20200626,4648,0,1899,4
14911,85190,18,80026,11,516,7,20200627,4648,0,1902,3
14912,85204,14,80044,18,512,-4,20200628,4648,0,1907,5
14913,85227,23,80054,10,525,13,20200629,4648,0,1918,11
14914,85232,5,80068,14,516,-9,20200630,4648,0,1918,0
14915,85263,31,80087,19,528,12,20200701,4648,0,1920,2
14916,85278,15,80102,15,528,0,20200702,4648,0,1923,3
