id,confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,deadIncr,suspectedCount,suspectedCountIncr,,,,
11013,16249,0,8920,0,6602,0,20200516,727,0,0,0,,,,
11014,16337,88,8920,0,6661,59,20200517,756,29,0,0,,,,
11015,16367,30,11415,2495,4184,-2477,20200518,768,12,0,0,,,,
11016,16391,24,11415,0,4203,19,20200519,773,5,0,0,,,,
11017,16433,42,11415,0,4234,31,20200520,784,11,0,0,,,,
11018,16433,0,11415,0,4234,0,20200521,784,0,0,0,,,,
11019,16541,108,11415,0,4324,90,20200522,802,18,0,0,,,,
11020,16569,28,11415,0,4329,5,20200523,825,23,0,0,,,,
11021,16611,42,11415,0,4357,28,20200524,839,14,0,0,,,,
11022,16623,12,11415,0,4365,8,20200525,843,4,0,0,,,,
11023,16623,0,11415,0,4362,-3,20200526,846,3,0,0,,,,
11024,16688,65,11415,0,4404,42,20200527,869,23,0,0,,,,
11025,16775,87,11415,0,4478,74,20200528,882,13,0,0,,,,
11026,16833,58,11415,0,4529,51,20200529,889,7,0,0,,,,
11027,16877,44,11415,0,4568,39,20200530,894,5,0,0,,,,
11028,16912,35,11415,0,4600,32,20200531,897,3,0,0,,,,
11029,16949,37,14406,2991,1645,-2955,20200601,898,1,0,0,,,,
11030,17000,51,14406,0,1693,48,20200602,901,3,0,0,,,,
11031,17031,31,14406,0,1720,27,20200603,905,4,0,0,,,,
11032,17078,47,14406,0,1762,42,20200604,910,5,0,0,,,,
11033,17118,40,14406,0,1798,36,20200605,914,4,0,0,,,,
11034,17164,46,14406,0,1842,44,20200606,916,2,0,0,,,,
11035,17202,38,14406,0,1880,38,20200607,916,0,0,0,,,,
11036,17223,21,14406,0,1898,18,20200608,919,3,0,0,,,,
11037,17223,0,14406,0,1898,0,20200609,919,0,0,0,,,,
11038,17306,83,14406,0,1978,80,20200610,922,3,0,0,,,,
11039,17348,42,14406,0,2020,42,20200611,922,0,0,0,,,,
11040,17409,61,14406,0,2078,58,20200612,925,3,0,0,,,,
11041,17454,45,14406,0,2121,43,20200613,927,2,0,0,,,,
11042,17529,75,14406,0,2196,75,20200614,927,0,0,0,,,,
11043,17601,72,14406,0,2266,70,20200615,929,2,0,0,,,,
11044,17601,0,14406,0,2266,0,20200616,929,0,0,0,,,,
11045,17689,88,14406,0,2348,82,20200617,935,6,0,0,,,,
11046,17759,70,15930,1524,892,-1456,20200618,937,2,0,0,,,,
11047,17759,0,15930,0,892,0,20200619,937,0,0,0,,,,
11048,17881,122,15930,0,997,105,20200620,954,17,0,0,,,,
11049,17881,0,15930,0,997,0,20200621,954,0,0,0,,,,
11050,17916,35,15930,0,1032,35,20200622,954,0,0,0,,,,
11051,18034,118,15930,0,1139,107,20200623,965,11,0,0,,,,
11052,18130,96,15930,0,1231,92,20200624,969,4,0,0,,,,
11053,18212,82,16320,390,921,-310,20200625,971,2,0,0,,,,
11054,18315,103,16392,72,952,31,20200626,971,0,0,0,,,,
11055,18315,0,16392,0,952,0,20200627,971,0,0,0,,,,
11056,18522,207,16392,0,1158,206,20200628,972,1,0,0,,,,
11057,18592,70,16392,0,1228,70,20200629,972,0,0,0,,,,
11058,18769,177,16392,0,1405,177,20200630,972,0,0,0,,,,
11059,18895,126,16392,0,1527,122,20200701,976,4,0,0,,,,
11060,19090,195,16392,0,1721,194,20200702,977,1,0,0,,,,
