id,confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,deadIncr,suspectedCount,suspectedCountIncr,,,,
23170,1,1,0,0,1,1,20200128,0,0,0,0,,,,
23171,1,0,0,0,1,0,20200129,0,0,0,0,,,,
23172,1,0,0,0,1,0,20200130,0,0,0,0,,,,
23173,1,0,0,0,1,0,20200131,0,0,0,0,,,,
23174,1,0,0,0,1,0,20200201,0,0,0,0,,,,
23175,1,0,0,0,1,0,20200202,0,0,0,0,,,,
23176,1,0,0,0,1,0,20200203,0,0,0,0,,,,
23177,1,0,0,0,1,0,20200204,0,0,0,0,,,,
23178,1,0,0,0,1,0,20200205,0,0,0,0,,,,
23179,1,0,0,0,1,0,20200206,0,0,0,0,,,,
23180,1,0,0,0,1,0,20200207,0,0,0,0,,,,
23181,1,0,0,0,1,0,20200208,0,0,0,0,,,,
23182,1,0,0,0,1,0,20200209,0,0,0,0,,,,
23183,1,0,0,0,1,0,20200210,0,0,0,0,,,,
23184,1,0,0,0,1,0,20200211,0,0,0,0,,,,
23185,1,0,0,0,1,0,20200212,0,0,0,0,,,,
23186,1,0,0,0,1,0,20200213,0,0,0,0,,,,
23187,1,0,0,0,1,0,20200214,0,0,0,0,,,,
23188,1,0,0,0,1,0,20200215,0,0,0,0,,,,
23189,1,0,0,0,1,0,20200216,0,0,0,0,,,,
23190,1,0,0,0,1,0,20200217,0,0,0,0,,,,
23191,1,0,0,0,1,0,20200218,0,0,0,0,,,,
23192,1,0,0,0,1,0,20200219,0,0,0,0,,,,
23193,1,0,0,0,1,0,20200220,0,0,0,0,,,,
23194,1,0,0,0,1,0,20200221,0,0,0,0,,,,
23195,1,0,0,0,1,0,20200222,0,0,0,0,,,,
23196,1,0,0,0,1,0,20200223,0,0,0,0,,,,
23197,1,0,0,0,1,0,20200224,0,0,0,0,,,,
23198,1,0,0,0,1,0,20200225,0,0,0,0,,,,
23199,1,0,0,0,1,0,20200226,0,0,0,0,,,,
23200,1,0,0,0,1,0,20200227,0,0,0,0,,,,
23201,1,0,0,0,1,0,20200228,0,0,0,0,,,,
23202,1,0,0,0,1,0,20200229,0,0,0,0,,,,
23203,1,0,0,0,1,0,20200301,0,0,0,0,,,,
23204,1,0,0,0,1,0,20200302,0,0,0,0,,,,
23205,1,0,0,0,1,0,20200303,0,0,0,0,,,,
23206,1,0,0,0,1,0,20200304,0,0,0,0,,,,
23207,1,0,0,0,1,0,20200305,0,0,0,0,,,,
23208,1,0,0,0,1,0,20200306,0,0,0,0,,,,
23209,1,0,0,0,1,0,20200307,0,0,0,0,,,,
23210,2,1,0,0,2,1,20200308,0,0,0,0,,,,
23211,2,0,0,0,2,0,20200309,0,0,0,0,,,,
23212,2,0,0,0,2,0,20200310,0,0,0,0,,,,
23213,3,1,0,0,3,1,20200311,0,0,0,0,,,,
23214,3,0,0,0,3,0,20200312,0,0,0,0,,,,
23215,5,2,0,0,5,2,20200313,0,0,0,0,,,,
23216,7,2,0,0,7,2,20200314,0,0,0,0,,,,
23217,7,0,1,1,6,-1,20200315,0,0,0,0,,,,
23218,12,5,1,0,11,5,20200316,0,0,0,0,,,,
23219,24,12,1,0,23,12,20200317,0,0,0,0,,,,
23220,24,0,1,0,23,0,20200318,0,0,0,0,,,,
23221,35,11,1,0,34,11,20200319,0,0,0,0,,,,
23222,47,12,1,0,46,12,20200320,0,0,0,0,,,,
23223,51,4,1,0,50,4,20200321,0,0,0,0,,,,
23224,95,44,2,1,93,43,20200322,0,0,0,0,,,,
23225,84,-11,2,0,82,-11,20200323,0,0,0,0,,,,
23226,87,3,2,0,85,3,20200324,0,0,0,0,,,,
23227,96,9,2,0,94,9,20200325,0,0,0,0,,,,
23228,96,0,2,0,94,0,20200326,0,0,0,0,,,,
23229,98,2,2,0,96,2,20200327,0,0,0,0,,,,
23230,104,6,2,0,102,6,20200328,0,0,0,0,,,,
