id,confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,deadIncr,suspectedCount,suspectedCountIncr
18820,1,1,0,0,1,1,20200310,0,0,0,0
18821,1,0,0,0,1,0,20200311,0,0,0,0
18822,1,0,0,0,1,0,20200312,0,0,0,0
18823,1,0,0,0,1,0,20200313,0,0,0,0
18824,1,0,0,0,1,0,20200314,0,0,0,0
18825,1,0,0,0,1,0,20200315,0,0,0,0
18826,1,0,0,0,1,0,20200316,0,0,0,0
18827,4,3,0,0,4,3,20200317,0,0,0,0
18828,4,0,0,0,4,0,20200318,0,0,0,0
18829,4,0,0,0,4,0,20200319,0,0,0,0
18830,6,2,0,0,6,2,20200320,0,0,0,0
18831,10,4,0,0,10,4,20200321,0,0,0,0
18832,10,0,0,0,10,0,20200322,0,0,0,0
18833,10,0,0,0,10,0,20200323,0,0,0,0
18834,10,0,0,0,10,0,20200324,0,0,0,0
18835,10,0,0,0,10,0,20200325,0,0,0,0
18836,11,1,0,0,11,1,20200326,0,0,0,0
18837,11,0,0,0,11,0,20200327,0,0,0,0
18838,12,1,0,0,12,1,20200328,0,0,0,0
18839,12,0,0,0,12,0,20200329,0,0,0,0
18840,12,0,0,0,12,0,20200330,0,0,0,0
18841,12,0,0,0,12,0,20200331,0,0,0,0
18842,12,0,0,0,12,0,20200401,0,0,0,0
18843,14,2,0,0,14,2,20200402,0,0,0,0
18844,14,0,0,0,14,0,20200403,0,0,0,0
18845,14,0,0,0,14,0,20200404,0,0,0,0
18846,14,0,0,0,14,0,20200405,0,0,0,0
18847,15,1,2,2,13,-1,20200406,0,0,0,0
18848,15,0,2,0,13,0,20200407,0,0,0,0
18849,16,1,2,0,14,1,20200408,0,0,0,0
18850,16,0,2,0,14,0,20200409,0,0,0,0
18851,16,0,2,0,14,0,20200410,0,0,0,0
18852,16,0,2,0,14,0,20200411,0,0,0,0
18853,16,0,2,0,14,0,20200412,0,0,0,0
18854,16,0,2,0,14,0,20200413,0,0,0,0
18855,30,14,5,3,25,11,20200414,0,0,0,0
18856,30,0,5,0,25,0,20200415,0,0,0,0
18857,30,0,5,0,25,0,20200416,0,0,0,0
18858,31,1,5,0,26,1,20200417,0,0,0,0
18859,31,0,5,0,26,0,20200418,0,0,0,0
18860,32,1,5,0,27,1,20200419,0,0,0,0
18861,32,0,5,0,27,0,20200420,0,0,0,0
18862,33,1,5,0,28,1,20200421,0,0,0,0
18863,34,1,5,0,29,1,20200422,0,0,0,0
18864,35,1,5,0,30,1,20200423,0,0,0,0
18865,36,1,6,1,30,0,20200424,0,0,0,0
18866,36,0,6,0,30,0,20200425,0,0,0,0
18867,38,2,9,3,29,-1,20200426,0,0,0,0
18868,38,0,10,1,28,-1,20200427,0,0,0,0
18869,38,0,10,0,28,0,20200428,0,0,0,0
18870,38,0,10,0,28,0,20200429,0,0,0,0
18871,38,0,10,0,28,0,20200430,0,0,0,0
18872,38,0,10,0,28,0,20200501,0,0,0,0
18873,38,0,10,0,28,0,20200502,0,0,0,0
18874,39,1,10,0,29,1,20200503,0,0,0,0
18875,39,0,10,0,29,0,20200504,0,0,0,0
18876,40,1,10,0,30,1,20200505,0,0,0,0
18877,41,1,10,0,31,1,20200506,0,0,0,0
18878,41,0,10,0,31,0,20200507,0,0,0,0
18879,41,0,10,0,31,0,20200508,0,0,0,0
18880,42,1,10,0,32,1,20200509,0,0,0,0
18881,42,0,10,0,32,0,20200510,0,0,0,0
18882,42,0,10,0,32,0,20200511,0,0,0,0
18883,42,0,10,0,32,0,20200512,0,0,0,0
18884,42,0,10,0,32,0,20200513,0,0,0,0
18885,42,0,10,0,32,0,20200514,0,0,0,0
18886,98,56,10,0,88,56,20200515,0,0,0,0
18887,135,37,10,0,125,37,20200516,0,0,0,0
18888,136,1,10,0,126,1,20200517,0,0,0,0
18889,140,4,24,14,116,-10,20200518,0,0,0,0
18890,140,0,24,0,116,0,20200519,0,0,0,0
18891,140,0,24,0,116,0,20200520,0,0,0,0
18892,140,0,24,0,116,0,20200521,0,0,0,0
18893,141,1,24,0,117,1,20200522,0,0,0,0
18894,141,0,24,0,117,0,20200523,0,0,0,0
18895,141,0,24,0,117,0,20200524,0,0,0,0
18896,141,0,24,0,117,0,20200525,0,0,0,0
18897,141,0,24,0,117,0,20200526,0,0,0,0
18898,148,7,24,0,124,7,20200527,0,0,0,0
18899,161,13,24,0,137,13,20200528,0,0,0,0
18900,179,18,24,0,155,18,20200529,0,0,0,0
18901,179,0,24,0,155,0,20200530,0,0,0,0
18902,179,0,24,0,155,0,20200531,0,0,0,0
18903,179,0,24,0,155,0,20200601,0,0,0,0
18904,185,6,24,0,161,6,20200602,0,0,0,0
18905,185,0,24,0,161,0,20200603,0,0,0,0
18906,185,0,24,0,161,0,20200604,0,0,0,0
18907,186,1,24,0,162,1,20200605,0,0,0,0
18908,191,5,24,0,167,5,20200606,0,0,0,0
18909,193,2,24,0,169,2,20200607,0,0,0,0
18910,193,0,24,0,169,0,20200608,0,0,0,0
18911,194,1,24,0,170,1,20200609,0,0,0,0
18912,194,0,24,0,170,0,20200610,0,0,0,0
18913,194,0,24,0,170,0,20200611,0,0,0,0
18914,194,0,24,0,170,0,20200612,0,0,0,0
18915,197,3,24,0,173,3,20200613,0,0,0,0
18916,197,0,24,0,173,0,20200614,0,0,0,0
18917,197,0,24,0,173,0,20200615,0,0,0,0
18918,197,0,24,0,173,0,20200616,0,0,0,0
18919,197,0,24,0,173,0,20200617,0,0,0,0
18920,197,0,24,0,173,0,20200618,0,0,0,0
18921,201,4,24,0,177,4,20200619,0,0,0,0
18922,204,3,24,0,180,3,20200620,0,0,0,0
18923,204,0,24,0,180,0,20200621,0,0,0,0
18924,206,2,24,0,182,2,20200622,0,0,0,0
18925,213,7,24,0,189,7,20200623,0,0,0,0
18926,215,2,24,0,191,2,20200624,0,0,0,0
18927,215,0,24,0,191,0,20200625,0,0,0,0
18928,216,1,24,0,192,1,20200626,0,0,0,0
18929,219,3,24,0,195,3,20200627,0,0,0,0
18930,219,0,24,0,195,0,20200628,0,0,0,0
18931,219,0,24,0,195,0,20200629,0,0,0,0
18932,220,1,24,0,196,1,20200630,0,0,0,0
18933,220,0,24,0,196,0,20200701,0,0,0,0
18934,220,0,24,0,196,0,20200702,0,0,0,0
