id,confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,deadIncr,suspectedCount,suspectedCountIncr
21527,2,2,0,0,2,2,20200323,0,0,0,0
21528,2,0,0,0,2,0,20200324,0,0,0,0
21529,3,1,0,0,3,1,20200325,0,0,0,0
21530,5,2,0,0,5,2,20200326,0,0,0,0
21531,5,0,0,0,5,0,20200327,0,0,0,0
21532,8,3,0,0,8,3,20200328,0,0,0,0
21533,10,2,0,0,10,2,20200329,0,0,0,0
21534,14,4,0,0,14,4,20200330,0,0,0,0
21535,15,1,0,0,14,0,20200331,1,1,0,0
21536,16,1,0,0,15,1,20200401,1,0,0,0
21537,20,4,0,0,19,4,20200402,1,0,0,0
21538,20,0,0,0,19,0,20200403,1,0,0,0
21539,21,1,1,1,19,0,20200404,1,0,0,0
21540,21,0,1,0,19,0,20200405,1,0,0,0
21541,22,1,1,0,20,1,20200406,1,0,0,0
21542,22,0,1,0,20,0,20200407,1,0,0,0
21543,22,0,1,0,18,-2,20200408,3,2,0,0
21544,27,5,1,0,23,5,20200409,3,0,0,0
21545,28,1,1,0,24,1,20200410,3,0,0,0
21546,31,3,2,1,26,2,20200411,3,0,0,0
21547,41,10,2,0,35,9,20200412,4,1,0,0
21548,53,12,2,0,47,12,20200413,4,0,0,0
21549,62,9,2,0,56,9,20200414,4,0,0,0
21550,74,12,2,0,68,12,20200415,4,0,0,0
21551,85,11,2,0,79,11,20200416,4,0,0,0
21552,88,3,2,0,82,3,20200417,4,0,0,0
21553,98,10,2,0,91,9,20200418,5,1,0,0
21554,111,13,7,5,99,8,20200419,5,0,0,0
21555,119,8,7,0,107,8,20200420,5,0,0,0
21556,121,2,9,2,107,0,20200421,5,0,0,0
21557,121,0,9,0,107,0,20200422,5,0,0,0
21558,127,6,9,0,113,6,20200423,5,0,0,0
21559,144,17,9,0,130,17,20200424,5,0,0,0
21560,144,0,9,0,130,0,20200425,5,0,0,0
21561,146,2,10,1,131,1,20200426,5,0,0,0
21562,146,0,10,0,131,0,20200427,5,0,0,0
21563,146,0,10,0,131,0,20200428,5,0,0,0
21564,150,4,16,6,129,-2,20200429,5,0,0,0
21565,150,0,16,0,128,-1,20200430,6,1,0,0
21566,151,1,17,1,128,0,20200501,6,0,0,0
21567,151,0,37,20,108,-20,20200502,6,0,0,0
21568,151,0,37,0,108,0,20200503,6,0,0,0
21569,155,4,37,0,112,4,20200504,6,0,0,0
21570,161,6,37,0,118,6,20200505,6,0,0,0
21571,161,0,37,0,118,0,20200506,6,0,0,0
21572,176,15,62,25,108,-10,20200507,6,0,0,0
21573,176,0,62,0,108,0,20200508,6,0,0,0
21574,177,1,62,0,109,1,20200509,6,0,0,0
21575,178,1,62,0,110,1,20200510,6,0,0,0
21576,180,2,62,0,112,2,20200511,6,0,0,0
21577,180,0,62,0,112,0,20200512,6,0,0,0
21578,180,0,62,0,112,0,20200513,6,0,0,0
21579,181,1,62,0,113,1,20200514,6,0,0,0
21580,181,0,62,0,113,0,20200515,6,0,0,0
21581,182,1,62,0,114,1,20200516,6,0,0,0
21582,184,2,62,0,116,2,20200517,6,0,0,0
21583,188,4,62,0,120,4,20200518,6,0,0,0
21584,191,3,62,0,123,3,20200519,6,0,0,0
21585,199,8,108,46,85,-38,20200520,6,0,0,0
21586,199,0,108,0,85,0,20200521,6,0,0,0
21587,199,0,108,0,85,0,20200522,6,0,0,0
21588,201,2,108,0,87,2,20200523,6,0,0,0
21589,201,0,108,0,87,0,20200524,6,0,0,0
21590,201,0,108,0,87,0,20200525,6,0,0,0
21591,206,5,108,0,92,5,20200526,6,0,0,0
21592,206,0,108,0,92,0,20200527,6,0,0,0
21593,206,0,108,0,92,0,20200528,6,0,0,0
21594,206,0,108,0,92,0,20200529,6,0,0,0
21595,224,18,130,22,88,-4,20200530,6,0,0,0
21596,224,0,130,0,88,0,20200531,6,0,0,0
21597,224,0,130,0,88,0,20200601,6,0,0,0
21598,228,4,130,0,92,4,20200602,6,0,0,0
21599,233,5,130,0,97,5,20200603,6,0,0,0
21600,234,1,130,0,98,1,20200604,6,0,0,0
21601,236,2,130,0,100,2,20200605,6,0,0,0
21602,236,0,130,0,100,0,20200606,6,0,0,0
21603,240,4,130,0,104,4,20200607,6,0,0,0
21604,242,2,130,0,106,2,20200608,6,0,0,0
21605,244,2,130,0,108,2,20200609,6,0,0,0
21606,246,2,130,0,110,2,20200610,6,0,0,0
21607,248,2,130,0,112,2,20200611,6,0,0,0
21608,261,13,130,0,125,13,20200612,6,0,0,0
21609,261,0,130,0,125,0,20200613,6,0,0,0
21610,261,0,130,0,125,0,20200614,6,0,0,0
21611,262,1,130,0,126,1,20200615,6,0,0,0
21612,262,0,130,0,126,0,20200616,6,0,0,0
21613,262,0,130,0,126,0,20200617,6,0,0,0
21614,263,1,130,0,127,1,20200618,6,0,0,0
21615,286,23,130,0,150,23,20200619,6,0,0,0
21616,286,0,130,0,150,0,20200620,6,0,0,0
21617,286,0,130,0,150,0,20200621,6,0,0,0
21618,290,4,130,0,154,4,20200622,6,0,0,0
21619,291,1,130,0,155,1,20200623,6,0,0,0
21620,292,1,130,0,156,1,20200624,6,0,0,0
21621,293,1,130,0,157,1,20200625,6,0,0,0
21622,293,0,130,0,157,0,20200626,6,0,0,0
21623,293,0,216,86,71,-86,20200627,6,0,0,0
21624,296,3,216,0,74,3,20200628,6,0,0,0
21625,299,3,216,0,77,3,20200629,6,0,0,0
21626,299,0,216,0,77,0,20200630,6,0,0,0
21627,299,0,216,0,77,0,20200701,6,0,0,0
21628,304,5,216,0,82,5,20200702,6,0,0,0
