id,confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,deadIncr,suspectedCount,suspectedCountIncr
21073,57,4,16,0,41,4,20200316,0,0,0,0
21074,61,4,16,0,45,4,20200317,0,0,0,0
21075,61,0,16,0,45,0,20200318,0,0,0,0
21076,75,14,16,0,59,14,20200319,0,0,0,0
21077,87,12,17,1,70,11,20200320,0,0,0,0
21078,94,7,17,0,77,7,20200321,0,0,0,0
21079,113,19,17,0,96,19,20200322,0,0,0,0
21080,123,10,17,0,106,10,20200323,0,0,0,0
21081,134,11,17,0,117,11,20200324,0,0,0,0
21082,141,7,17,0,124,7,20200325,0,0,0,0
21083,153,12,17,0,136,12,20200326,0,0,0,0
21084,163,10,20,3,143,7,20200327,0,0,0,0
21085,174,11,21,1,153,10,20200328,0,0,0,0
21086,188,14,25,4,163,10,20200329,0,0,0,0
21087,203,15,52,27,151,-12,20200330,0,0,0,0
21088,207,4,52,0,155,4,20200331,0,0,0,0
21089,218,11,58,6,160,5,20200401,0,0,0,0
21090,227,9,75,17,152,-8,20200402,0,0,0,0
21091,239,12,75,0,164,12,20200403,0,0,0,0
21092,239,0,75,0,164,0,20200404,0,0,0,0
21093,241,2,91,16,150,-14,20200405,0,0,0,0
21094,245,4,95,4,150,0,20200406,0,0,0,0
21095,249,4,95,0,154,4,20200407,0,0,0,0
21096,251,2,126,31,125,-29,20200408,0,0,0,0
21097,255,4,126,0,129,4,20200409,0,0,0,0
21098,257,2,144,18,113,-16,20200410,0,0,0,0
21099,258,1,144,0,114,1,20200411,0,0,0,0
21100,260,2,144,0,116,2,20200412,0,0,0,0
21101,265,5,145,1,120,4,20200413,0,0,0,0
21102,266,1,169,24,97,-23,20200414,0,0,0,0
21103,267,1,169,0,98,1,20200415,0,0,0,0
21104,267,0,169,0,98,0,20200416,0,0,0,0
21105,268,1,169,0,99,1,20200417,0,0,0,0
21106,268,0,169,0,99,0,20200418,0,0,0,0
21107,268,0,169,0,99,0,20200419,0,0,0,0
21108,268,0,169,0,99,0,20200420,0,0,0,0
21109,268,0,169,0,99,0,20200421,0,0,0,0
21110,268,0,169,0,99,0,20200422,0,0,0,0
21111,268,0,169,0,99,0,20200423,0,0,0,0
21112,270,2,169,0,101,2,20200424,0,0,0,0
21113,270,0,169,0,101,0,20200425,0,0,0,0
21114,270,0,169,0,101,0,20200426,0,0,0,0
21115,270,0,169,0,101,0,20200427,0,0,0,0
21116,270,0,169,0,101,0,20200428,0,0,0,0
21117,270,0,169,0,101,0,20200429,0,0,0,0
21118,270,0,169,0,101,0,20200430,0,0,0,0
21119,270,0,169,0,101,0,20200501,0,0,0,0
21120,270,0,169,0,101,0,20200502,0,0,0,0
21121,270,0,169,0,101,0,20200503,0,0,0,0
21122,271,1,169,0,102,1,20200504,0,0,0,0
21123,271,0,169,0,102,0,20200505,0,0,0,0
21124,271,0,169,0,102,0,20200506,0,0,0,0
21125,288,17,169,0,119,17,20200507,0,0,0,0
21126,288,0,169,0,119,0,20200508,0,0,0,0
21127,288,0,169,0,119,0,20200509,0,0,0,0
21128,288,0,169,0,119,0,20200510,0,0,0,0
21129,288,0,169,0,119,0,20200511,0,0,0,0
21130,288,0,169,0,119,0,20200512,0,0,0,0
21131,288,0,169,0,119,0,20200513,0,0,0,0
21132,288,0,169,0,119,0,20200514,0,0,0,0
21133,312,24,169,0,143,24,20200515,0,0,0,0
21134,318,6,169,0,149,6,20200516,0,0,0,0
21135,318,0,169,0,149,0,20200517,0,0,0,0
21136,320,2,169,0,151,2,20200518,0,0,0,0
21137,324,4,169,0,155,4,20200519,0,0,0,0
21138,324,0,169,0,155,0,20200520,0,0,0,0
21139,324,0,169,0,155,0,20200521,0,0,0,0
21140,324,0,169,0,155,0,20200522,0,0,0,0
21141,324,0,169,0,155,0,20200523,0,0,0,0
21142,325,1,267,98,58,-97,20200524,0,0,0,0
21143,325,0,267,0,58,0,20200525,0,0,0,0
21144,326,1,267,0,59,1,20200526,0,0,0,0
21145,327,1,267,0,60,1,20200527,0,0,0,0
21146,327,0,267,0,60,0,20200528,0,0,0,0
21147,327,0,267,0,60,0,20200529,0,0,0,0
21148,327,0,267,0,60,0,20200530,0,0,0,0
21149,328,1,267,0,61,1,20200531,0,0,0,0
21150,328,0,267,0,61,0,20200601,0,0,0,0
21151,328,0,267,0,61,0,20200602,0,0,0,0
21152,328,0,267,0,61,0,20200603,0,0,0,0
21153,328,0,267,0,61,0,20200604,0,0,0,0
21154,328,0,267,0,61,0,20200605,0,0,0,0
21155,329,1,267,0,62,1,20200606,0,0,0,0
21156,329,0,267,0,62,0,20200607,0,0,0,0
21157,331,2,267,0,64,2,20200608,0,0,0,0
21158,332,1,267,0,65,1,20200609,0,0,0,0
21159,332,0,267,0,65,0,20200610,0,0,0,0
21160,332,0,267,0,65,0,20200611,0,0,0,0
21161,332,0,267,0,65,0,20200612,0,0,0,0
21162,332,0,267,0,65,0,20200613,0,0,0,0
21163,334,2,267,0,67,2,20200614,0,0,0,0
21164,334,0,267,0,67,0,20200615,0,0,0,0
21165,334,0,267,0,67,0,20200616,0,0,0,0
21166,334,0,267,0,67,0,20200617,0,0,0,0
21167,335,1,267,0,68,1,20200618,0,0,0,0
21168,342,7,267,0,75,7,20200619,0,0,0,0
21169,349,7,267,0,82,7,20200620,0,0,0,0
21170,349,0,267,0,82,0,20200621,0,0,0,0
21171,349,0,267,0,82,0,20200622,0,0,0,0
21172,349,0,267,0,82,0,20200623,0,0,0,0
21173,352,3,267,0,85,3,20200624,0,0,0,0
21174,352,0,267,0,85,0,20200625,0,0,0,0
21175,352,0,267,0,85,0,20200626,0,0,0,0
21176,353,1,267,0,86,1,20200627,0,0,0,0
21177,355,2,267,0,88,2,20200628,0,0,0,0
21178,355,0,267,0,88,0,20200629,0,0,0,0
21179,355,0,267,0,88,0,20200630,0,0,0,0
21180,355,0,267,0,88,0,20200701,0,0,0,0
21181,355,0,267,0,88,0,20200702,0,0,0,0
