id,confirmedCount,confirmedIncr,curedCount,curedIncr,currentConfirmedCount,currentConfirmedIncr,dateId,deadCount,deadIncr,suspectedCount,suspectedCountIncr
2804,22271,526,5402,153,15497,352,20200524,1372,21,0,0
2805,22750,479,5642,240,15717,220,20200525,1391,19,0,0
2806,23165,415,5877,235,15870,153,20200526,1418,27,0,0
2807,23851,686,6057,180,16321,451,20200527,1473,55,0,0
2808,24538,687,6240,183,16802,481,20200528,1496,23,0,0
2809,25216,678,6492,252,17204,402,20200529,1520,24,0,0
2810,25773,557,7015,523,17185,-19,20200530,1573,53,0,0
2811,26473,700,7308,293,17552,367,20200531,1613,40,0,0
2812,26940,467,7637,329,17662,110,20200601,1641,28,0,0
2813,27549,609,7935,298,17951,289,20200602,1663,22,0,0
2814,28233,684,8406,471,18129,178,20200603,1698,35,0,0
2815,28818,585,8892,486,18205,76,20200604,1721,23,0,0
2816,29521,703,9443,551,18308,103,20200605,1770,49,0,0
2817,30514,993,9907,464,18806,498,20200606,1801,31,0,0
2818,31186,672,10498,591,18837,31,20200607,1851,50,0,0
2819,31186,0,10498,0,18837,0,20200608,1851,0,0,0
2820,33076,1890,11414,916,19739,902,20200609,1923,72,0,0
2821,34316,1240,12129,715,20228,489,20200610,1959,36,0,0
2822,35295,979,12626,497,20669,441,20200611,2000,41,0,0
2823,36406,1111,13213,587,21145,476,20200612,2048,48,0,0
2824,37420,1014,13776,563,21553,408,20200613,2091,43,0,0
2825,38277,857,14531,755,21612,59,20200614,2134,43,0,0
2826,39294,1017,15123,592,21973,361,20200615,2198,64,0,0
2827,40400,1106,15705,582,22464,491,20200616,2231,33,0,0
2828,41431,1031,16243,538,22912,448,20200617,2276,45,0,0
2829,42762,1331,16798,555,23625,713,20200618,2339,63,0,0
2830,43803,1041,17349,551,24081,456,20200619,2373,34,0,0
2831,45029,1226,17883,534,24717,636,20200620,2429,56,0,0
2832,45891,862,18404,521,25022,305,20200621,2465,36,0,0
2833,46845,954,18735,331,25610,588,20200622,2500,35,0,0
2834,47896,1051,19241,506,26120,510,20200623,2535,35,0,0
2835,49009,1113,19658,417,26778,658,20200624,2573,38,0,0
2836,50187,1178,20449,791,27118,340,20200625,2620,47,0,0
2837,51427,1240,21333,884,27411,293,20200626,2683,63,0,0
2838,52812,1385,21909,576,28183,772,20200627,2720,37,0,0
2839,54010,1198,22936,1027,28320,137,20200628,2754,34,0,0
2840,55092,1082,23800,864,28487,167,20200629,2805,51,0,0
2841,56385,1293,24806,1006,28703,216,20200630,2876,71,0,0
2842,57770,1385,25595,789,29241,538,20200701,2934,58,0,0
2843,59394,1624,26667,1072,29740,499,20200702,2987,53,0,0
